Facet number,Profile_type,O_x,O_y,O_z,U_x,U_y,U_z,V_x,V_y,V_z,U_length,V_length,Center_x,Center_y,Center_z,V_max,MC Hits,Hit equiv.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
 moment 0 (Constant Flow){
85,Pressure  [mbar],4.1,4.1,4.1,0,-3,0,0,0,-3,3,3,4.1,2.6,2.6,2081.06,4515503884,4.5155e+09,9.38927e-11,9.43042e-11,9.45285e-11,9.4745e-11,9.48443e-11,9.49001e-11,9.50197e-11,9.50327e-11,9.50387e-11,9.50751e-11,9.51135e-11,9.50691e-11,9.51232e-11,9.51051e-11,9.51443e-11,9.51424e-11,9.51356e-11,9.51775e-11,9.51598e-11,9.51504e-11,9.51157e-11,9.51326e-11,9.52238e-11,9.51641e-11,9.51318e-11,9.51495e-11,9.51331e-11,9.51295e-11,9.51453e-11,9.52137e-11,9.51827e-11,9.51445e-11,9.51141e-11,9.51285e-11,9.51727e-11,9.51674e-11,9.51637e-11,9.5207e-11,9.51905e-11,9.52097e-11,9.51739e-11,9.51654e-11,9.51777e-11,9.52149e-11,9.524e-11,9.52093e-11,9.52211e-11,9.51762e-11,9.52265e-11,9.52943e-11,9.52319e-11,9.52166e-11,9.5237e-11,9.52597e-11,9.52495e-11,9.52621e-11,9.51631e-11,9.52112e-11,9.51541e-11,9.52083e-11,9.51868e-11,9.52228e-11,9.51968e-11,9.52149e-11,9.52394e-11,9.5151e-11,9.51906e-11,9.51285e-11,9.52022e-11,9.5165e-11,9.5254e-11,9.51336e-11,9.51564e-11,9.52179e-11,9.51785e-11,9.51514e-11,9.51937e-11,9.51959e-11,9.51343e-11,9.5155e-11,9.51801e-11,9.51575e-11,9.51092e-11,9.52022e-11,9.5152e-11,9.50866e-11,9.51008e-11,9.51546e-11,9.51137e-11,9.50551e-11,9.50688e-11,9.50645e-11,9.50184e-11,9.49969e-11,9.49221e-11,9.48788e-11,9.47682e-11,9.45726e-11,9.43052e-11,9.39181e-11,
 }
 moment 1 (0 s){
85,Pressure  [mbar],4.1,4.1,4.1,0,-3,0,0,0,-3,3,3,4.1,2.6,2.6,2081.06,4515503884,4.5155e+09,4.69265e-11,4.69231e-11,4.72678e-11,4.74952e-11,4.69208e-11,4.76914e-11,4.78473e-11,4.73875e-11,4.76639e-11,4.76988e-11,4.7379e-11,4.76376e-11,4.73389e-11,4.76961e-11,4.80334e-11,4.80209e-11,4.76783e-11,4.78363e-11,4.76166e-11,4.75412e-11,4.7253e-11,4.73779e-11,4.73291e-11,4.81149e-11,4.74455e-11,4.74299e-11,4.71561e-11,4.76223e-11,4.77338e-11,4.76699e-11,4.78605e-11,4.74427e-11,4.72858e-11,4.77135e-11,4.78352e-11,4.71993e-11,4.72878e-11,4.7904e-11,4.73814e-11,4.78594e-11,4.84413e-11,4.75766e-11,4.73899e-11,4.77499e-11,4.77869e-11,4.72751e-11,4.74148e-11,4.75903e-11,4.74383e-11,4.76363e-11,4.79495e-11,4.7963e-11,4.77692e-11,4.75665e-11,4.80102e-11,4.73815e-11,4.77065e-11,4.75113e-11,4.78181e-11,4.80159e-11,4.75381e-11,4.75086e-11,4.73987e-11,4.79804e-11,4.79833e-11,4.78552e-11,4.72519e-11,4.77153e-11,4.75698e-11,4.80853e-11,4.73218e-11,4.75617e-11,4.78773e-11,4.73787e-11,4.73508e-11,4.70782e-11,4.74807e-11,4.76292e-11,4.75663e-11,4.73766e-11,4.78435e-11,4.74547e-11,4.79865e-11,4.7803e-11,4.75127e-11,4.75877e-11,4.72235e-11,4.7206e-11,4.73712e-11,4.74173e-11,4.80869e-11,4.75637e-11,4.74482e-11,4.74917e-11,4.72022e-11,4.80453e-11,4.73589e-11,4.71832e-11,4.72003e-11,4.64488e-11,
 }
 moment 2 (10 s){
85,Pressure  [mbar],4.1,4.1,4.1,0,-3,0,0,0,-3,3,3,4.1,2.6,2.6,2081.06,4515503884,4.5155e+09,9.3765e-11,9.43888e-11,9.43011e-11,9.50962e-11,9.50511e-11,9.46493e-11,9.50125e-11,9.52964e-11,9.52224e-11,9.46951e-11,9.54998e-11,9.49357e-11,9.51552e-11,9.43586e-11,9.55524e-11,9.49532e-11,9.51279e-11,9.60994e-11,9.4682e-11,9.511e-11,9.56392e-11,9.50714e-11,9.5124e-11,9.5203e-11,9.56358e-11,9.49299e-11,9.52158e-11,9.53935e-11,9.49661e-11,9.5042e-11,9.55657e-11,9.51879e-11,9.57102e-11,9.46203e-11,9.47928e-11,9.51974e-11,9.56622e-11,9.56159e-11,9.48078e-11,9.55426e-11,9.53147e-11,9.50932e-11,9.49004e-11,9.53753e-11,9.51385e-11,9.55131e-11,9.54765e-11,9.57308e-11,9.5362e-11,9.48741e-11,9.49579e-11,9.51818e-11,9.50928e-11,9.486e-11,9.52476e-11,9.51535e-11,9.4511e-11,9.50892e-11,9.49944e-11,9.56405e-11,9.51386e-11,9.53855e-11,9.55346e-11,9.54295e-11,9.52304e-11,9.45998e-11,9.4986e-11,9.50482e-11,9.53911e-11,9.48642e-11,9.5261e-11,9.50745e-11,9.54303e-11,9.61322e-11,9.44658e-11,9.54189e-11,9.52706e-11,9.52538e-11,9.52477e-11,9.48128e-11,9.558e-11,9.58148e-11,9.58202e-11,9.60993e-11,9.51235e-11,9.49724e-11,9.49623e-11,9.50785e-11,9.44926e-11,9.46284e-11,9.51566e-11,9.54891e-11,9.45765e-11,9.4753e-11,9.41212e-11,9.44486e-11,9.47249e-11,9.48859e-11,9.39378e-11,9.27775e-11,
 }
