Facet number,Profile_type,O_x,O_y,O_z,U_x,U_y,U_z,V_x,V_y,V_z,U_length,V_length,Center_x,Center_y,Center_z,V_max,MC Hits,Hit equiv.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
 moment 0 (Constant Flow){
479,Pressure Å [mbar],6.05,6.564,6.21452,0,-5.04752,0.589747,-0,-0.58047,-4.96812,5.08186,5.00192,6.05,3.75,4.02533,1661.43,1541526239,1.54153e+09,4.46116e-12,1.36605e-11,2.29448e-11,3.21336e-11,4.10783e-11,5.02178e-11,5.93079e-11,6.92095e-11,7.93957e-11,8.86248e-11,9.40171e-11,9.4167e-11,9.46056e-11,9.46973e-11,9.44849e-11,9.42985e-11,9.4448e-11,9.48993e-11,9.61238e-11,9.62605e-11,9.6325e-11,9.63589e-11,9.63349e-11,9.63971e-11,9.63572e-11,9.63253e-11,9.62678e-11,9.64114e-11,9.64107e-11,9.64301e-11,9.64017e-11,9.64708e-11,9.64484e-11,9.64306e-11,9.64124e-11,9.63287e-11,9.64689e-11,9.63879e-11,9.64108e-11,9.6537e-11,9.65236e-11,9.64616e-11,9.63874e-11,9.62864e-11,9.61e-11,9.6036e-11,9.59225e-11,9.60039e-11,9.60396e-11,9.58047e-11,9.59974e-11,9.59365e-11,9.60098e-11,9.59358e-11,9.60851e-11,9.61297e-11,9.61917e-11,9.63645e-11,9.63789e-11,9.65212e-11,9.64587e-11,9.64445e-11,9.65462e-11,9.64089e-11,9.64484e-11,9.64418e-11,9.64847e-11,9.6415e-11,9.64012e-11,9.64385e-11,9.65489e-11,9.64044e-11,9.63119e-11,9.64452e-11,9.64212e-11,9.63334e-11,9.6476e-11,9.63693e-11,9.63335e-11,9.6288e-11,9.63365e-11,9.60944e-11,9.49058e-11,9.43899e-11,9.42672e-11,9.45747e-11,9.46672e-11,9.45341e-11,9.41593e-11,9.40564e-11,8.85188e-11,7.94505e-11,6.92436e-11,5.9338e-11,5.00832e-11,4.10485e-11,3.22072e-11,2.29607e-11,1.36467e-11,4.50178e-12,
 }
