Facet number,Profile_type,O_x,O_y,O_z,U_x,U_y,U_z,V_x,V_y,V_z,U_length,V_length,Center_x,Center_y,Center_z,V_max,MC Hits,Hit equiv.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
 moment 0 (Constant Flow){
481,Pressure Å [mbar],1.45,1.45,6.32533,0,4.6,0,-0,-0,-4.6,4.6,4.6,1.45,3.75,4.02533,1661.43,950485322,9.50485e+08,6.14665e-11,6.14811e-11,6.15848e-11,6.16161e-11,6.14271e-11,6.10298e-11,6.08679e-11,6.08929e-11,6.19654e-11,6.32893e-11,6.33133e-11,6.33501e-11,6.32395e-11,6.32453e-11,6.32011e-11,6.32135e-11,6.32877e-11,6.31925e-11,6.31881e-11,6.32509e-11,6.31065e-11,6.33004e-11,6.31957e-11,6.33875e-11,6.31126e-11,6.3227e-11,6.32299e-11,6.31609e-11,6.32034e-11,6.32447e-11,6.31999e-11,6.31735e-11,6.32108e-11,6.30781e-11,6.31174e-11,6.313e-11,6.31399e-11,6.31891e-11,6.31472e-11,6.31586e-11,6.31323e-11,6.30306e-11,6.30011e-11,6.28524e-11,6.28744e-11,6.28393e-11,6.27276e-11,6.27675e-11,6.27207e-11,6.26896e-11,6.26956e-11,6.2717e-11,6.26983e-11,6.26986e-11,6.2866e-11,6.27101e-11,6.29504e-11,6.28814e-11,6.2991e-11,6.31326e-11,6.31198e-11,6.31178e-11,6.31274e-11,6.31698e-11,6.32274e-11,6.31027e-11,6.32053e-11,6.31281e-11,6.3114e-11,6.31839e-11,6.31922e-11,6.31714e-11,6.32599e-11,6.31427e-11,6.31898e-11,6.32189e-11,6.3214e-11,6.32183e-11,6.32305e-11,6.322e-11,6.31726e-11,6.32566e-11,6.32261e-11,6.32005e-11,6.32854e-11,6.33482e-11,6.32828e-11,6.3286e-11,6.33415e-11,6.33442e-11,6.33328e-11,6.2147e-11,6.08316e-11,6.09794e-11,6.09382e-11,6.13789e-11,6.16601e-11,6.14503e-11,6.13673e-11,6.1507e-11,
 }
