% Model:              GRACE_shield_open_thickness_4.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jun 10 2021, 11:01
% Dimension:          3
% Nodes:              189
% Expressions:        2
% Description:        Magnetic Field, Magnetic Field Gradient
% Length unit:        m
% x                       y                        z                        log10(mf.Bx)                                      log10(d(laginterp(2,mf.Bx),x))
-0.12000000000000004      0                        0                        -7.775173142785082+1.3643763538418412i            -6.465738587235106+1.3643763538418412i
-0.10000000000000003      0                        0                        -6.979221161264705+1.3643763538418412i            -5.072128858454895+1.3643763538418412i
-0.2                      0                        0                        -18.99894011289859                                -8.9762473052578
-0.18000000000000002      0                        0                        -10.462739292943446+1.3643763538418412i           -8.346615447389771+1.3643763538418412i
0.10000000000000003       0                        0                        -2.523818958847923+1.3643763538418412i            -0.2980061897540365
0.11999999999999994       0                        0                        -3.88534417112998+1.3643763538418412i             -0.6632130650455358+1.3643763538418412i
0.18                      0                        0                        -7.968755853872829+1.3643763538418412i            -5.775601005874445
0.2                       0                        0                        -17.746187187278846                               -6.220483565370803+1.3643763538418412i
-0.14000000000000004      0                        0                        -8.536740613892045+1.3643763538418412i            -6.958773766354582+1.3643763538418412i
-0.16000000000000003      0                        0                        -9.353890360406416+1.3643763538418412i            -7.403818994870782+1.3643763538418412i
0.13999999999999996       0                        0                        -5.161577292013681+1.3643763538418412i            -2.008834969506632+1.3643763538418412i
0.15999999999999998       0                        0                        -6.461324427052738+1.3643763538418412i            -4.242974705620194
0.08999999999999997       0                        0                        -3.5946655767093016+1.3643763538418412i           -2.038236961183562
0.01522734115022667       0                        0                        -8.589454095898473+1.3643763538418412i            -7.091332655774538+1.3643763538418412i
0.015949862543564564      0                        0                        -8.579684813484763+1.3643763538418412i            -7.091332655774618+1.3643763538418412i
0.01599999999999993       0                        0                        -8.579192465385859+1.3643763538418412i            -7.094762503942688+1.3643763538418412i
0.014999999999999986      0                        0                        -8.593154438984813+1.3643763538418412i            -7.047874313777085+1.3643763538418412i
-0.0150691062232719       0                        0                        -9.095503924989993                                -6.985737196638418+1.3643763538418412i
-0.015000000000000041     0                        0                        -9.099385496026951                                -6.986763817555479+1.3643763538418412i
-0.015522151730242545     0                        0                        -9.075864761339801                                -6.998653043296624+1.3643763538418412i
-0.015123939736432168     0                        0                        -9.093557389680305                                -7.007721018534325+1.3643763538418412i
-0.016000000000000042     0                        0                        -9.051755945670266                                -6.998653043296652+1.3643763538418412i
0.025999999999999968      0                        0                        -8.508086186012243+1.3643763538418412i            -7.580445453787396+1.3643763538418412i
0.026023240189527452      0                        0                        -8.507235210691999+1.3643763538418412i            -7.642006372791424+1.3643763538418412i
