% Model:              GRACE_shield_open_thickness_1.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jun 10 2021, 09:37
% Dimension:          3
% Nodes:              216
% Expressions:        2
% Description:        Magnetic Field, Magnetic Field Gradient
% Length unit:        m
% x                       y                        z                        log10(mf.Bx)                                      log10(d(laginterp(2,mf.Bx),x))
-0.12000000000000004      0                        0                        -7.7888738363204855+1.3643763538418412i           -6.53354330681118+1.3643763538418412i
-0.10000000000000003      0                        0                        -6.993135922193168+1.3643763538418412i            -5.084043121219472+1.3643763538418412i
-0.2                      0                        0                        -19.72710944893783+1.3643763538418412i            -8.982742450502062
-0.18000000000000002      0                        0                        -10.46939617437408+1.3643763538418412i            -8.353234377746631+1.3643763538418412i
0.10000000000000003       0                        0                        -2.565814451932829+1.3643763538418412i            -0.3403254011320317
0.11999999999999994       0                        0                        -3.930698578803198+1.3643763538418412i            -0.7061604885044632+1.3643763538418412i
0.18                      0                        0                        -8.023925881797693+1.3643763538418412i            -5.830813999045211
0.2                       0                        0                        -17.93177677811142                                -6.275773277847484+1.3643763538418412i
-0.14000000000000004      0                        0                        -8.547557665660177+1.3643763538418412i            -6.663864020874682+1.3643763538418412i
-0.16000000000000003      0                        0                        -9.362093350164965+1.3643763538418412i            -7.635491200982194+1.3643763538418412i
0.13999999999999996       0                        0                        -5.204233235949057+1.3643763538418412i            -2.9789767859086353
0.15999999999999998       0                        0                        -6.522967653751038+1.3643763538418412i            -3.3422221799631213+1.3643763538418412i
0.08999999999999997       0                        0                        -3.2708216721814884+1.3643763538418412i           -1.1166718354503227+1.3643763538418412i
0.014999999999999986      0                        0                        -8.208613278430981+1.3643763538418412i            -6.794862453917696+1.3643763538418412i
0.015227341150226836      0                        0                        -8.206146836712621+1.3643763538418412i            -6.828430156413818+1.3643763538418412i
0.015949862543564647      0                        0                        -8.198870843242208+1.3643763538418412i            -6.8477987622109415+1.3643763538418412i
0.01599999999999996       0                        0                        -8.198382444577682+1.3643763538418412i            -6.943005109900846+1.3643763538418412i
-0.015069106223271928     0                        0                        -8.732497304864859+1.3643763538418412i            -7.115475164121625+1.3643763538418412i
-0.015000000000000041     0                        0                        -8.731256501217349+1.3643763538418412i            -7.115475164121605+1.3643763538418412i
-0.016000000000000042     0                        0                        -8.751728203700528+1.3643763538418412i            -7.030567268261973+1.3643763538418412i
-0.0155221517302426       0                        0                        -8.741832484168478+1.3643763538418412i            -7.068397900163451+1.3643763538418412i
-0.015123939736432251     0                        0                        -8.733942013632557+1.3643763538418412i            -7.096923747110915+1.3643763538418412i
0.025999999999999968      0                        0                        -8.20616754769829+1.3643763538418412i             -7.197500005768634
0.02601484915329491       0                        0                        -8.206401262235879+1.3643763538418412i            -7.22730777375051
0.026100633905400128      0                        0                        -8.20675645612485+1.3643763538418412i             -7.227307773750504
0.027056944998762766      0                        0                        -8.210735881645586+1.3643763538418412i            -7.227307773750512
0.028500000000000025      0                        0                        -8.216102425454396+1.3643763538418412i            -7.430734196575665
0.03098208387488338       0                        0                        -8.221524768974675+1.3643763538418412i            -7.552627391325926
0.0309927472781934        0                        0                        -8.221546375668984+1.3643763538418412i            -7.5526273913258795
0.03089827876272966       0                        0                        -8.222503439466697+1.3643763538418412i            -7.430734196575596
0.031006455427692037      0                        0                        -8.2211813468464+1.3643763538418412i              -8.772152544043458+1.3643763538418412i
0.03100711751774171       0                        0                        -8.221181265987068+1.3643763538418412i            -8.772152544044111+1.3643763538418412i
0.03331693432267174       0                        0                        -8.220473035503355+1.3643763538418412i            -7.795180773081142+1.3643763538418412i
0.03373495936176876       0                        0                        -8.219693151297129+1.3643763538418412i            -7.661240944193925+1.3643763538418412i
0.03331494397227308       0                        0                        -8.220486434289608+1.3643763538418412i            -8.105467292099346+1.3643763538418412i
0.0331328119065441        0                        0                        -8.220589530194243+1.3643763538418412i            -8.105467292099569+1.3643763538418412i
0.03599999999999995       0                        0                        -8.213559036680255+1.3643763538418412i            -7.384485752160045+1.3643763538418412i
-0.02635581541265425      0                        0                        -9.78825103358176+1.3643763538418412i             -6.824328619106791+1.3643763538418412i
-0.02633018014852903      0                        0                        -9.769562012681078+1.3643763538418412i            -6.8044538787101745+1.3643763538418412i
-0.025999999999999995     0                        0                        -9.654054470752724+1.3643763538418412i            -6.804453878710198+1.3643763538418412i
-0.02725690899661365      0                        0                        -10.660113866731768+1.3643763538418412i           -6.872467987821396+1.3643763538418412i
-0.02792639691987009      0                        0                        -10.145794126328456                               -6.939014627529661+1.3643763538418412i
-0.02994465251096648      0                        0                        -9.530285499979506                                -7.01553031143222+1.3643763538418412i
-0.02958176117131253      0                        0                        -9.587341192327973                                -6.962258836904949+1.3643763538418412i
-0.029391441327853596     0                        0                        -9.619652701141826                                -6.939014627529663+1.3643763538418412i
-0.030235003491697776     0                        0                        -9.480579625597807                                -7.088966290685318+1.3643763538418412i
-0.031270795800573625     0                        0                        -9.381865607939849                                -7.088966290685312+1.3643763538418412i
0.03699999999999998       0                        0                        -5.333926137962361+1.3643763538418412i            -2.335480144353752+1.3643763538418412i
0.039487921846089596      0                        0                        -5.330585180819791+1.3643763538418412i            -4.298226815313808+1.3643763538418412i
0.041600028054367966      0                        0                        -5.320813630027749+1.3643763538418412i            -4.298226815313807+1.3643763538418412i
0.04190879823035326       0                        0                        -5.318134846586669+1.3643763538418412i            -4.274355629714486+1.3643763538418412i
0.04129204247926482       0                        0                        -5.322224889731162+1.3643763538418412i            -4.298226815313804+1.3643763538418412i
-0.033367865942418196     0                        0                        -9.27280051840351                                 -7.270743325894983+1.3643763538418412i
-0.033254437499364686     0                        0                        -9.27777846312565                                 -7.270743325894985+1.3643763538418412i
-0.032957571837138044     0                        0                        -9.297167782776231                                -7.239036151169686+1.3643763538418412i
-0.031465305359965445     0                        0                        -9.37840354353151                                 -7.239036151169646+1.3643763538418412i
-0.033498426071762205     0                        0                        -9.280859025596198                                -7.330790986940117+1.3643763538418412i
0.04236524445936177       0                        0                        -5.315344626353905+1.3643763538418412i            -4.125317758485477+1.3643763538418412i
0.04302078948350524       0                        0                        -5.310671318257961+1.3643763538418412i            -4.003142586602156+1.3643763538418412i
0.044323081298024036      0                        0                        -5.299338378975742+1.3643763538418412i            -4.003142586602158+1.3643763538418412i
0.04273477857540989       0                        0                        -5.312715372222816+1.3643763538418412i            -4.050953762666374+1.3643763538418412i
0.04624169572150977       0                        0                        -5.277019634078991+1.3643763538418412i            -3.859899481940027+1.3643763538418412i
-0.03360810578360646      0                        0                        -9.264935954833692                                -7.664054792537787+1.3643763538418412i
-0.033575022133951915     0                        0                        -9.265509497361997                                -7.664054792537786+1.3643763538418412i
-0.036000000000000004     0                        0                        -9.239472944003017                                -7.758854921858529+1.3643763538418412i
0.047835857883154864      0                        0                        -5.25710043565243+1.3643763538418412i             -3.6653086348244064+1.3643763538418412i
0.05112224344214622       0                        0                        -5.2045162067663275+1.3643763538418412i           -3.5341383769112498+1.3643763538418412i
0.046807442634939106      0                        0                        -5.274908563212737+1.3643763538418412i            -3.6653086348244064+1.3643763538418412i
0.054418273754499924      0                        0                        -5.1421970965991335+1.3643763538418412i           -3.5341383769112453+1.3643763538418412i
0.05458052980080763       0                        0                        -5.133620872386107+1.3643763538418412i            -3.5310258307449076+1.3643763538418412i
0.051636074978828106      0                        0                        -5.194193083546025+1.3643763538418412i            -3.534138376911249+1.3643763538418412i
0.05774432231437571       0                        0                        -5.057435960582536+1.3643763538418412i            -3.348450202929321+1.3643763538418412i
0.05827863747470435       0                        0                        -5.044246162248397+1.3643763538418412i            -3.241492503015762+1.3643763538418412i
0.05884038118022217       0                        0                        -5.031627507280129+1.3643763538418412i            -3.1462336867732703+1.3643763538418412i
0.05939446371004531       0                        0                        -5.01352781003112+1.3643763538418412i             -3.14623368677327+1.3643763538418412i
0.06284518491985258       0                        0                        -4.915721937163467+1.3643763538418412i            -2.9153749771500372+1.3643763538418412i
0.06689700631203305       0                        0                        -4.747562384180653+1.3643763538418412i            -2.89623841326327+1.3643763538418412i
0.06969191960410176       0                        0                        -4.633433434260221+1.3643763538418412i            -2.8807003661722344+1.3643763538418412i
0.07059610339617028       0                        0                        -4.618060206517277+1.3643763538418412i            -2.671098390497146+1.3643763538418412i
0.071929074429805         0                        0                        -4.564265292607103+1.3643763538418412i            -2.679338677774643+1.3643763538418412i
0.06786983832022153       0                        0                        -4.718551565764695+1.3643763538418412i            -2.89623841326327+1.3643763538418412i
0.07397121105048116       0                        0                        -4.501052358149409+1.3643763538418412i            -2.679338677774643+1.3643763538418412i
0.07485618209098999       0                        0                        -4.4762791878933585+1.3643763538418412i           -2.6793386777746426+1.3643763538418412i
-0.038753542510121475     0                        0                        -6.67521482759865+1.3643763538418412i             -6.465507642426423+1.3643763538418412i
-0.037000000000000005     0                        0                        -6.673562106854632+1.3643763538418412i            -3.6744420553257897
-0.039583892617449684     0                        0                        -6.6758238364655+1.3643763538418412i              -6.3812635175558015+1.3643763538418412i
-0.040571346148425586     0                        0                        -6.676791110030583+1.3643763538418412i            -6.2043441272486+1.3643763538418412i
-0.04036831683168321      0                        0                        -6.676683130591521+1.3643763538418412i            -6.3672567233748225+1.3643763538418412i
-0.04022649329196218      0                        0                        -6.676374087545684+1.3643763538418412i            -6.381263517555789+1.3643763538418412i
-0.040710497534588025     0                        0                        -6.676970504283171+1.3643763538418412i            -6.204344127248568+1.3643763538418412i
-0.043602986975244756     0                        0                        -6.6814145011661745+1.3643763538418412i           -5.981794814104234+1.3643763538418412i
-0.04345423585016289      0                        0                        -6.681076468560691+1.3643763538418412i            -6.1108226789222115+1.3643763538418412i
-0.04298387859118363      0                        0                        -6.68031773982576+1.3643763538418412i             -6.110822678922239+1.3643763538418412i
-0.043663050095007205     0                        0                        -6.681352641650449+1.3643763538418412i            -5.95012545753671+1.3643763538418412i
-0.04453002399538225      0                        0                        -6.6833851548713445+1.3643763538418412i           -5.950125457536754+1.3643763538418412i
-0.04761012747587495      0                        0                        -6.691781954618389+1.3643763538418412i            -5.883481911075117+1.3643763538418412i
-0.04480203761865159      0                        0                        -6.68400869933038+1.3643763538418412i             -5.883481911075149+1.3643763538418412i
-0.04468537197617936      0                        0                        -6.683724529940114+1.3643763538418412i            -5.874850406200581+1.3643763538418412i
-0.04868771414197606      0                        0                        -6.695348990173975+1.3643763538418412i            -5.844705182311075+1.3643763538418412i
-0.048740585313538975     0                        0                        -6.695511817940005+1.3643763538418412i            -5.8447051823110785+1.3643763538418412i
-0.049507516674082874     0                        0                        -6.698139629958853+1.3643763538418412i            -5.758451371710735+1.3643763538418412i
-0.04880928393373396      0                        0                        -6.695607582182549+1.3643763538418412i            -5.8143959586917555+1.3643763538418412i
-0.04980812859930078      0                        0                        -6.699277381745645+1.3643763538418412i            -5.758451371710724+1.3643763538418412i
-0.05338094376189276      0                        0                        -6.712907978186227+1.3643763538418412i            -5.69985601555349+1.3643763538418412i
-0.05975518062601079      0                        0                        -6.7429329494843415+1.3643763538418412i           -5.692826205209417+1.3643763538418412i
-0.054646696265455486     0                        0                        -6.718610054002612+1.3643763538418412i            -5.69985601555349+1.3643763538418412i
-0.06032340062765204      0                        0                        -6.746795791310452+1.3643763538418412i            -5.681831571169621+1.3643763538418412i
-0.06044570091032453      0                        0                        -6.747252769920484+1.3643763538418412i            -5.660788788512993+1.3643763538418412i
-0.0603376394741639       0                        0                        -6.746680457935911+1.3643763538418412i            -5.66078878851299+1.3643763538418412i
-0.06099481196531317      0                        0                        -6.749598777755798+1.3643763538418412i            -5.651941117734878+1.3643763538418412i
-0.061065946695098156     0                        0                        -6.750500243946399+1.3643763538418412i            -5.65689976886517+1.3643763538418412i
-0.061122731789161805     0                        0                        -6.7508062796841495+1.3643763538418412i           -5.65689976886517+1.3643763538418412i
-0.06294412765483362      0                        0                        -6.760385629002367+1.3643763538418412i            -5.656724529857877+1.3643763538418412i
-0.06800507643781165      0                        0                        -6.789227160258219+1.3643763538418412i            -5.6567245298578595+1.3643763538418412i
-0.07157001200470947      0                        0                        -6.810192125349971+1.3643763538418412i            -5.671245459427647+1.3643763538418412i
-0.07494864343919258      0                        0                        -6.830692681857653+1.3643763538418412i            -5.680099206510756+1.3643763538418412i
-0.08268922837497457      0                        0                        -6.879008071673337+1.3643763538418412i            -5.745405160422137+1.3643763538418412i
-0.08132776897653882      0                        0                        -6.870145896145503+1.3643763538418412i            -5.6991042742658955+1.3643763538418412i
-0.02471555438507103      0                        0                        -9.36465578874692+1.3643763538418412i             -6.757328378538717+1.3643763538418412i
-0.024500000000000022     0                        0                        -9.32831683475381+1.3643763538418412i             -6.741688675542192+1.3643763538418412i
-0.025928090036331786     0                        0                        -9.644485641006952+1.3643763538418412i            -6.776004651914618+1.3643763538418412i
-0.024892108727430168     0                        0                        -9.397666601417152+1.3643763538418412i            -6.776004651914559+1.3643763538418412i
-0.020357092374496316     0                        0                        -8.915431465969878+1.3643763538418412i            -6.765588003972324+1.3643763538418412i
-0.01974999999999999      0                        0                        -8.881077903820284+1.3643763538418412i            -6.814640545998876+1.3643763538418412i
-0.022070997850166113     0                        0                        -9.039782137849011+1.3643763538418412i            -6.746916970630784+1.3643763538418412i
-0.02125297686103686      0                        0                        -8.975115611316191+1.3643763538418412i            -6.746916970630772+1.3643763538418412i
-0.020576968460482598     0                        0                        -8.929128812527335+1.3643763538418412i            -6.7655880039723275+1.3643763538418412i
-0.022205855700170946     0                        0                        -9.051711409400234+1.3643763538418412i            -6.730161896972201+1.3643763538418412i
-0.023830330934231814     0                        0                        -9.232217194753495+1.3643763538418412i            -6.731503341373439+1.3643763538418412i
-0.023692137677763292     0                        0                        -9.213611371462765+1.3643763538418412i            -6.731503341373439+1.3643763538418412i
-0.023130952422576845     0                        0                        -9.145314219720063+1.3643763538418412i            -6.73150334137344+1.3643763538418412i
-0.01905265507633991      0                        0                        -8.847792625758567+1.3643763538418412i            -6.821528497847056+1.3643763538418412i
-0.018836053480781212     0                        0                        -8.837912540715603+1.3643763538418412i            -6.821528497847064+1.3643763538418412i
-0.018789835812620087     0                        0                        -8.835833149171266+1.3643763538418412i            -6.821528497847069+1.3643763538418412i
-0.018750000000000017     0                        0                        -8.83633875029946+1.3643763538418412i             -6.8779056854018386+1.3643763538418412i
-0.016106857579179817     0                        0                        -8.753110683611617+1.3643763538418412i            -7.0022867423169615+1.3643763538418412i
-0.01717941017927721      0                        0                        -8.780646774546382+1.3643763538418412i            -6.978735603130308+1.3643763538418412i
-0.016325062231333176     0                        0                        -8.757466536974611+1.3643763538418412i            -6.994635093850294+1.3643763538418412i
-0.01612393522504349      0                        0                        -8.753528750019077+1.3643763538418412i            -7.00228674231696+1.3643763538418412i
-0.01737500000000003      0                        0                        -8.78606363121924+1.3643763538418412i             -6.917866978961015+1.3643763538418412i
-0.017426592146016134     0                        0                        -8.787720899916723+1.3643763538418412i            -6.917866978961016+1.3643763538418412i
-0.018705893861179795     0                        0                        -8.832409334058397+1.3643763538418412i            -6.892469922204092+1.3643763538418412i
-0.01865923259999927      0                        0                        -8.830648172012967+1.3643763538418412i            -6.892469922204097+1.3643763538418412i
0.01216201002529016       0                        0                        -8.246475586843639+1.3643763538418412i            -6.704333434221806+1.3643763538418412i
0.013255306702441322      0                        0                        -8.230227183964734+1.3643763538418412i            -6.741732703527826+1.3643763538418412i
0.011928311584406659      0                        0                        -8.250026635257134+1.3643763538418412i            -6.704333434221809+1.3643763538418412i
