% Model:              GRACE_restart_noshield_sideorient.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jun 15 2021, 12:21
% Dimension:          3
% Nodes:              164
% Expressions:        2
% Description:        Magnetic Field, Magnetic Field Gradient
% Length unit:        m
% x                       y                        z                        log10(mf.Bx)                                      log10(d(laginterp(2,mf.Bx),x))
-0.12000000000000004      0                        0                        -7.911082022088335+1.3643763538418412i            -6.780403886613167+1.3643763538418412i
-0.10000000000000003      0                        0                        -7.138810365809317+1.3643763538418412i            -5.23127172424069+1.3643763538418412i
-0.2                      0                        0                        -19.44903376515301                                -9.00624451337768
-0.18000000000000002      0                        0                        -10.507251241636984+1.3643763538418412i           -8.387678110565446+1.3643763538418412i
0.10000000000000003       0                        0                        -2.7001119582208237+1.3643763538418412i           -0.47605322535204087
0.11999999999999994       0                        0                        -4.079381495154639+1.3643763538418412i            -0.8446373129662662+1.3643763538418412i
0.18                      0                        0                        -8.224411505039566+1.3643763538418412i            -6.031337803432575
0.2                       0                        0                        -17.399926983425303                               -6.476365277186303+1.3643763538418412i
-0.14000000000000004      0                        0                        -8.637554047757215+1.3643763538418412i            -6.994271995854371+1.3643763538418412i
-0.16000000000000003      0                        0                        -9.433209315277486+1.3643763538418412i            -7.49071709831476+1.3643763538418412i
0.13999999999999996       0                        0                        -5.37991193671854+1.3643763538418412i             -2.214964549571246+1.3643763538418412i
0.15999999999999998       0                        0                        -6.707997385465398+1.3643763538418412i            -4.491195536143939
0.08999999999999997       0                        0                        -3.235197301769975+1.3643763538418412i            -1.8711726498550856
0.015175648287724025      0                        0                        -6.003740642757188+1.3643763538418412i            -4.4404470955481115+1.3643763538418412i
0.015540633045928731      0                        0                        -5.9979800245293+1.3643763538418412i              -4.440447095548108+1.3643763538418412i
0.014999999999999986      0                        0                        -6.006540403419864+1.3643763538418412i            -4.468189839132267+1.3643763538418412i
0.01569021350385985       0                        0                        -5.995657557291647+1.3643763538418412i            -4.438922736274993+1.3643763538418412i
0.01599999999999996       0                        0                        -5.990777436123015+1.3643763538418412i            -4.440509708199002+1.3643763538418412i
0.026000000000000023      0                        0                        -5.824970496030371+1.3643763538418412i            -4.198345684489557+1.3643763538418412i
0.027543121367372636      0                        0                        -5.796980886951793+1.3643763538418412i            -4.179437181549748+1.3643763538418412i
0.028245974972324506      0                        0                        -5.784508720842442+1.3643763538418412i            -4.179437181549748+1.3643763538418412i
0.028486662452090916      0                        0                        -5.779364761500484+1.3643763538418412i            -4.156837025518991+1.3643763538418412i
0.029553159479080493      0                        0                        -5.760398045079024+1.3643763538418412i            -4.116899029558054+1.3643763538418412i
0.02999102589655256       0                        0                        -5.752109579449273+1.3643763538418412i            -4.116899029558056+1.3643763538418412i
